"","agency_cd","site_no","station_nm","site_tp_cd","dec_lat_va","dec_long_va","colocated","queryTime"
"32","USGS","11463150","RUSSIAN R A PRESTON CA","ST",38.83212758,-123.0116669,FALSE,2021-08-20 13:28:01
"33","USGS","382757123003801","RUSSIAN R A MONTE RIO CA","ST",38.4658333,-123.0105556,FALSE,2021-08-20 13:28:01
"34","USGS","382752123003401","DUTCH BILL C A MONTE RIO CA","ST",38.46444444,-123.0094444,FALSE,2021-08-20 13:28:01
"35","USGS","382944123002901","HULBERT C NR GUERNEVILLE CA","ST",38.49555556,-123.0080556,FALSE,2021-08-20 13:28:01
"36","USGS","11463210","BIG SULPHUR C A MOUTH NR CLOVERDALE CA","ST",38.82296136,-123.0044444,FALSE,2021-08-20 13:28:01
"37","USGS","383006123000601","FIFE C A GUERNEVILLE CA","ST",38.50166667,-123.0016667,FALSE,2021-08-20 13:28:01
"38","USGS","11467002","RUSSIAN R A JOHNSONS BEACH A GUERNEVILLE CA","ST",38.49935758,-122.9983325,FALSE,2021-08-20 13:28:01
"39","USGS","11463200","BIG SULPHUR C NR CLOVERDALE CA","ST",38.8260167,-122.9969442,FALSE,2021-08-20 13:28:01
"40","USGS","382955122594101","POCKET CYN C A GUERNEVILLE CA","ST",38.4986111,-122.9947222,FALSE,2021-08-20 13:28:01
"41","USGS","11448750","SF SCOTTS C NR LAKEPORT CA","ST",39.04027778,-122.9833056,FALSE,2021-08-20 13:28:01
"42","USGS","11470500","EEL R BL SCOTT DAM NR POTTER VALLEY CA","ST",39.40793878,-122.9713896,FALSE,2021-08-20 13:28:01
"43","USGS","11463400","RUSSIAN R A ASTI CA","ST",38.7632419,-122.9672212,FALSE,2021-08-20 13:28:01
"44","USGS","390236122575901","SCOTTS C A SCOTTS C ROAD NR LAKEPORT CA","ST",39.0433333,-122.9663889,FALSE,2021-08-20 13:28:01
"45","USGS","383012122574501","RUSSIAN R A ODD FELLOWS PARK NR RIO NIDO CA","ST",38.5033333,-122.9625,FALSE,2021-08-20 13:28:01
"46","USGS","11465200","DRY C NR GEYSERVILLE CA","ST",38.698521,-122.9580539,FALSE,2021-08-20 13:28:01
"47","USGS","11467000","RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA","ST",38.50852336,-122.9277737,FALSE,2021-08-20 13:28:01
"48","USGS","383009122543001","GREEN VALLEY C NR MIRABEL HEIGHTS CA","ST",38.5025,-122.9083333,FALSE,2021-08-20 13:28:01
"49","USGS","382959122535601","RUSSIAN R A STEELHEAD BEACH NR RIO DELL CA","ST",38.4997222,-122.8988889,FALSE,2021-08-20 13:28:01
"50","USGS","11466850","RUSSIAN R A MIRABEL HEIGHTS CA","ST",38.49546769,-122.8963833,FALSE,2021-08-20 13:28:01
"51","USGS","11463500","RUSSIAN R A GEYSERVILLE CA","ST",38.71268685,-122.8958295,FALSE,2021-08-20 13:28:01
"52","USGS","382619122531401","GREEN VALLEY C A GRATON CA","ST",38.4387,-122.887111,FALSE,2021-08-20 13:28:01
"53","USGS","11465400","RUSSIAN R A WOHLER BRIDGE CA","ST",38.5079673,-122.8830494,FALSE,2021-08-20 13:28:01
"54","USGS","382346122521201","UNNAMED TRIB A MONTGOMERY RD NR SEBASTOPOL CA","ST",38.396125,-122.8700389,FALSE,2021-08-20 13:28:01
"55","USGS","383132122514901","RUSSIAN R A RIVER FRONT PARK NR WINDSOR CA","ST",38.52555556,-122.863611,FALSE,2021-08-20 13:28:01
"56","USGS","11465350","DRY C NR MOUTH NR HEALDSBURG CA","ST",38.58741046,-122.8622159,FALSE,2021-08-20 13:28:01
"57","USGS","383502122512801","RUSSIAN R BL DRY C NR HEALDSBURG CA","ST",38.58388889,-122.8577778,FALSE,2021-08-20 13:28:01
"58","USGS","11464010","RUSSIAN R A HEALDSBURG CA","ST",38.59824359,-122.8574936,FALSE,2021-08-20 13:28:01
"59","USGS","11463980","RUSSIAN R A DIGGER BEND NR HEALDSBURG CA","ST",38.6329653,-122.8555494,FALSE,2021-08-20 13:28:01
"60","USGS","11466800","MARK WEST C NR MIRABEL HEIGHTS CA","ST",38.49407838,-122.8533258,FALSE,2021-08-20 13:28:01
"61","USGS","11449500","KELSEY C NR KELSEYVILLE CA","ST",38.92739984,-122.8436046,FALSE,2021-08-20 13:28:01
"62","USGS","383039122502401","WINDSOR C A MARK WEST STATION RD NR WINDSOR CA","ST",38.51092778,-122.8401083,FALSE,2021-08-20 13:28:01
"63","USGS","11464000","RUSSIAN R NR HEALDSBURG CA","ST",38.61324316,-122.8363818,FALSE,2021-08-20 13:28:01
"64","USGS","11463680","RUSSIAN R A ALEXANDER VALLEY RD BR CA","ST",38.65935358,-122.8299932,FALSE,2021-08-20 13:28:01
"65","USGS","11466320","SANTA ROSA C A WILLOWSIDE RD NR SANTA ROSA CA","ST",38.44519026,-122.8072129,FALSE,2021-08-20 13:28:01
"66","USGS","380230122471901","OLEMA C A BEAR VALLEY RD BR NR OLEMA CA","ST",38.0415899,-122.7897127,FALSE,2021-08-20 13:28:01
"67","USGS","11460610","OLEMA C A OLEMA CA","ST",38.04020106,-122.7888793,FALSE,2021-08-20 13:28:01
"68","USGS","11460600","LAGUNITAS C NR PT REYES STATION CA","ST",38.08019988,-122.7844348,FALSE,2021-08-20 13:28:01
"69","USGS","383719122462501","MAACAMA C A CHALK HILL RD BR NR HEALDSBURG CA","ST",38.6219583,-122.7736889,FALSE,2021-08-20 13:28:01
"70","USGS","11463160","BIG SULPHUR C NR MIDDLETOWN CA","ST",38.76351754,-122.74638,FALSE,2021-08-20 13:28:01
"71","USGS","11465690","COLGAN C NR SANTA ROSA CA","ST",38.40213524,-122.7330434,FALSE,2021-08-20 13:28:01
"72","USGS","11466200","SANTA ROSA C A SANTA ROSA CA","ST",38.4365787,-122.7247096,FALSE,2021-08-20 13:28:01
"73","USGS","11466170","MATANZAS C A SANTA ROSA CA","ST",38.4388007,-122.7024867,FALSE,2021-08-20 13:28:01
"74","USGS","11465660","COPELAND C A ROHNERT PARK CA","ST",38.34324776,-122.7019317,FALSE,2021-08-20 13:28:01
"75","USGS","11460170","PINE C A BOLINAS CA","ST",37.9185367,-122.6930404,FALSE,2021-08-20 13:28:01
"76","USGS","11453170","DRY C AB APPLETREE C NR MIDDLETOWN CA","ST",38.74018387,-122.6891552,FALSE,2021-08-20 13:28:01
"77","USGS","381740122395901","LICHAU C A PENNGROVE CA","ST",38.29448056,-122.666361,FALSE,2021-08-20 13:28:01
"78","USGS","11459000","PETALUMA R A PETALUMA CA","ST",38.2610275,-122.6608199,FALSE,2021-08-20 13:28:01
"79","USGS","381519122385601","PETALUMA R NR PETALUMA CA","ST",38.2552972,-122.649,FALSE,2021-08-20 13:28:01
"80","USGS","11459150","PETALUMA R A COPLAND PUMPING STATION A PETALUMA CA","ST",38.2382502,-122.6402637,FALSE,2021-08-20 13:28:01
"81","USGS","11460158","TABLE ROCK C A STINSON BCH CA","ST",37.89853719,-122.6374815,FALSE,2021-08-20 13:28:01
"82","USGS","11460156","WEBB C NR STINSON BEACH CA","ST",37.88687085,-122.6263696,FALSE,2021-08-20 13:28:01
"83","USGS","11455865","BLOSSOM C NR CALISTOGA CA","ST",38.59324107,-122.614151,FALSE,2021-08-20 13:28:01
"84","USGS","383109122363301","MARK WEST C A TARWATER RD NR CALISTOGA CA","ST",38.5190472,-122.6092222,FALSE,2021-08-20 13:28:01
"85","USGS","11455850","NAPA R A TUBBS LN NR CALISTOGA CA","ST",38.60074074,-122.598595,FALSE,2021-08-20 13:28:01
"86","USGS","11455860","NAPA R A GREENWOOD AVE NR CALISTOGA CA","ST",38.58935209,-122.5977616,FALSE,2021-08-20 13:28:01
"87","USGS","11455890","CYRUS C AT CALISTOGA CA","ST",38.5807411,-122.5949837,FALSE,2021-08-20 13:28:01
"88","USGS","11455880","GARNETT C NR CALISTOGA CA","ST",38.5932408,-122.5916503,FALSE,2021-08-20 13:28:01
"89","USGS","380345122345201","ARROYO SAN JOSE A FAIRWAY DR NR NOVATO CA","ST",38.0623972,-122.581,FALSE,2021-08-20 13:28:01
"90","USGS","11459500","NOVATO C A NOVATO CA","ST",38.10769775,-122.5799815,FALSE,2021-08-20 13:28:01
"91","USGS","11455900","NAPA R AT CALISTOGA CA","ST",38.57712994,-122.578872,FALSE,2021-08-20 13:28:01
"92","USGS","375159122343801","REDWOOD C A BIG LAGOON BR NR MUIR BEACH CA","ST",37.86631588,-122.578311,FALSE,2021-08-20 13:28:01
"93","USGS","11460152","REDWOOD C A MUIR BCH NR TAMALPAIS VALLEY CA","ST",37.86298265,-122.5752553,FALSE,2021-08-20 13:28:01
"94","USGS","11460154","GREEN GULCH A MUIR BCH NR TAMALPAIS VALLEY CA","ST",37.86298265,-122.5713661,FALSE,2021-08-20 13:28:01
"95","USGS","11451500","NF CACHE C NR LOWER LAKE CA","ST",39.0190618,-122.56887,FALSE,2021-08-20 13:28:01
"96","USGS","11460140","REDWOOD C BL MUIR WOODS NR MILL VALLEY CA","ST",37.8893707,-122.5671996,FALSE,2021-08-20 13:28:01
"97","USGS","11451000","CACHE C NR LOWER LAKE CA","ST",38.9240648,-122.5658147,FALSE,2021-08-20 13:28:01
"98","USGS","11460000","CORTE MADERA C A ROSS CA","ST",37.96297947,-122.556922,FALSE,2021-08-20 13:28:01
"99","USGS","382403122331101","SONOMA C A LAWNDALE RD NR KENWOOD CA","ST",38.4008333,-122.5530556,FALSE,2021-08-20 13:28:01
"100","USGS","382414122330701","SONOMA C A KENWOOD CA","ST",38.40388889,-122.5519444,FALSE,2021-08-20 13:28:01
"101","USGS","11460130","TENNESSEE VALLEY C NR TAMALPAIS VALLEY CA","ST",37.84770535,-122.5446977,FALSE,2021-08-20 13:28:01
"102","USGS","374956122322201","UNNAMED TRIB A RODEO COVE NR SAUSALITO CA","ST",37.83231667,-122.5395667,FALSE,2021-08-20 13:28:01
"103","USGS","390457122321102","INDIAN VALLEY RES A DAM CA","ST",39.082393,-122.5374813,FALSE,2021-08-20 13:28:01
"104","USGS","11460120","RODEO LAGOON A FORT CRONKHITE NR SAUSALITO CA","ST",37.8310392,-122.5363637,FALSE,2021-08-20 13:28:01
"105","USGS","374955122321101","STORM DR A MITCHELL RD FOOTBRIDGE NR SAUSALITO CA","ST",37.8318722,-122.5363444,FALSE,2021-08-20 13:28:01
"106","USGS","11451300","NF CACHE C NR CLEARLAKE OAKS CA","ST",39.07544877,-122.5341477,FALSE,2021-08-20 13:28:01
"107","USGS","374954122320001","STORM DRAIN A MITCHELL RD NR SAUSALITO CA","ST",37.8318,-122.5333556,FALSE,2021-08-20 13:28:01
"108","USGS","380410122315501","ARROYO SAN JOSE A DIGITAL DR NR NOVATO CA","ST",38.0694972,-122.5319972,FALSE,2021-08-20 13:28:01
"109","USGS","382634122315201","SONOMA C A ADOBE CYN RD NR KENWOOD CA","ST",38.4427,-122.531,FALSE,2021-08-20 13:28:01
"110","USGS","374955122313301","RODEO POND WEIR NR SAUSALITO CA","ST",37.83200556,-122.5259389,FALSE,2021-08-20 13:28:01
"111","USGS","11460110","GERBODE VALLEY C NR SAUSALITO CA","ST",37.8329836,-122.5227518,FALSE,2021-08-20 13:28:01
"112","USGS","383305122311901","RITCHEY C NR DEER PARK CA","ST",38.5514,-122.522,FALSE,2021-08-20 13:28:01
"113","USGS","375007122310701","GERBODE VALLEY C A MIWOK TRAIL NR SAUSALITO CA","ST",37.8352,-122.5186667,FALSE,2021-08-20 13:28:01
"114","USGS","11453500","PUTAH C NR GUENOC CA","ST",38.77879078,-122.5174807,FALSE,2021-08-20 13:28:01
"115","USGS","374958122304601","RODEO C A RODEO VALLEY TRAIL NR SAUSALITO CA","ST",37.8326833,-122.5127,FALSE,2021-08-20 13:28:01
"116","USGS","383321122302101","NAPA R A BALE LN NR DEER PARK CA","ST",38.5559,-122.506,FALSE,2021-08-20 13:28:01
"117","USGS","11162655","SAN PEDRO C A PACIFICA","ST",37.59160417,-122.5030317,FALSE,2021-08-20 13:28:01
"118","USGS","375019122295601","UNNAMED TRIB A LAMORAUX DR NR SAUSALITO CA","ST",37.83856667,-122.49895,FALSE,2021-08-20 13:28:01
"119","USGS","375032122294301","RODEO C A TUNNEL NR SAUSALITO CA","ST",37.84235,-122.4952667,FALSE,2021-08-20 13:28:01
"120","USGS","11458500","SONOMA C A AGUA CALIENTE CA","ST",38.32324705,-122.4944258,FALSE,2021-08-20 13:28:01
"121","USGS","374715122285601","LOBOS C CA","ST",37.78742948,-122.4833053,FALSE,2021-08-20 13:28:01
"122","USGS","11455940","NAPA R A DEER PARK RD NR ST HELENA CA","ST",38.52296387,-122.4794246,FALSE,2021-08-20 13:28:01
"123","USGS","381556122280201","SONOMA C A WATMAUGH RD BR NR SONOMA CA","ST",38.2657972,-122.4673972,FALSE,2021-08-20 13:28:01
"124","USGS","11456000","NAPA R NR ST HELENA CA","ST",38.51129745,-122.455813,FALSE,2021-08-20 13:28:01
"125","USGS","11451540","HARLEY GULCH NR WILBUR SPRINGS CA","ST",39.00906186,-122.4355324,FALSE,2021-08-20 13:28:01
"126","USGS","11162720","COLMA C A SOUTH SAN FRANCISCO CA","ST",37.65382296,-122.4263613,FALSE,2021-08-20 13:28:01
"127","USGS","11451690","SULPHUR C A WILBUR SPRINGS CA","ST",39.0385054,-122.4191439,FALSE,2021-08-20 13:28:01
"128","USGS","11453550","HUNTING C NR KNOXVILLE CA","ST",38.77156869,-122.408312,FALSE,2021-08-20 13:28:01
"129","USGS","11453555","PUTAH C AB LK BERRYESSA CA","ST",38.70407047,-122.3816452,FALSE,2021-08-20 13:28:01
"130","USGS","11456500","CONN C NR OAKVILLE CA","ST",38.44727778,-122.3805556,FALSE,2021-08-20 13:28:01
"131","USGS","11162600","PURISIMA C NR HALF MOON BAY CA","ST",37.43494048,-122.3741392,FALSE,2021-08-20 13:28:01
"132","USGS","11453590","POPE C A WALTER SPRINGS CA","ST",38.6469722,-122.365825,FALSE,2021-08-20 13:28:01
"133","USGS","11451600","DAVIS C A DAM NR KNOXVILLE CA","ST",38.8640661,-122.3541436,FALSE,2021-08-20 13:28:01
"134","USGS","383653122204601","MAXWELL C NR POPE VALLEY CA","ST",38.61460278,-122.3459917,FALSE,2021-08-20 13:28:01
"135","USGS","375457122203501","UNNAMED C A RICHMOND INDUSTRIAL SITE CA","ST",37.9157582,-122.3441373,FALSE,2021-08-20 13:28:01
"136","USGS","11451715","BEAR C AB HOLSTEN CHIMNEY CYN NR RUMSEY CA","ST",38.95767446,-122.3427535,FALSE,2021-08-20 13:28:01
"137","USGS","11453600","POPE C NR POPE VALLEY CA","ST",38.62990556,-122.3321998,FALSE,2021-08-20 13:28:01
"138","USGS","375746122195501","SAN PABLO C A EL PORTAL DR A SAN PABLO CA","ST",37.9628,-122.3319972,FALSE,2021-08-20 13:28:01
"139","USGS","11162500","PESCADERO C NR PESCADERO CA","ST",37.26077707,-122.3288602,FALSE,2021-08-20 13:28:01
"140","USGS","11458300","NAPA C A NAPA","ST",38.3018588,-122.3038634,FALSE,2021-08-20 13:28:01
"141","USGS","11458000","NAPA R NR NAPA CA","ST",38.3682457,-122.3033085,FALSE,2021-08-20 13:28:01
"142","USGS","11453570","ADAMS C NR KNOXVILLE CA","ST",38.70462615,-122.2966438,FALSE,2021-08-20 13:28:01
"143","USGS","11453580","NEVADA C NR KNOXVILLE CA","ST",38.71157045,-122.2930327,FALSE,2021-08-20 13:28:01
"144","USGS","11458050","NAPA R A NAPA","ST",38.32491366,-122.2924743,FALSE,2021-08-20 13:28:01
"145","USGS","375808122172601","WILKIE C A SANTA RITA RD NR RICHMOND CA","ST",37.96884167,-122.2905528,FALSE,2021-08-20 13:28:01
"146","USGS","11458310","NAPA R A THIRD ST AT NAPA CA","ST",38.2982478,-122.2838626,FALSE,2021-08-20 13:28:01
"147","USGS","11451760","CACHE C AB RUMSEY CA","ST",38.9129536,-122.2716419,FALSE,2021-08-20 13:28:01
"148","USGS","382017122161101","MILLIKEN C BL HEDGESIDE AVE NR NAPA CA","ST",38.33805556,-122.2697222,FALSE,2021-08-20 13:28:01
"149","USGS","11453565","ETICUERA C NR KNOXVILLE CA","ST",38.7143482,-122.2610878,FALSE,2021-08-20 13:28:01
"150","USGS","382130122153501","MILLIKEN C A WESTGATE DRIVE NR NAPA CA","ST",38.3583333,-122.2597222,FALSE,2021-08-20 13:28:01
"151","USGS","11451800","CACHE C A RUMSEY CA","ST",38.8898988,-122.2383082,FALSE,2021-08-20 13:28:01
"152","USGS","381739122140001","MURPHY C AB COOMBSVILLE RD NR NAPA CA","ST",38.29416667,-122.2333333,FALSE,2021-08-20 13:28:01
"153","USGS","374708122132801","SAUSAL C A OAKLAND CA","ST",37.78568056,-122.2243389,FALSE,2021-08-20 13:28:01
"154","USGS","381909122132701","DAIRY C NR NAPA CA","ST",38.31916667,-122.2241667,FALSE,2021-08-20 13:28:01
"155","USGS","11181300","PERALTA C A OAKLAND CA","ST",37.78298369,-122.2194124,FALSE,2021-08-20 13:28:01
"156","USGS","375807122124001","PINOLE C BL ALHAMBRA VALLEY RD NR PINOLE CA","ST",37.96865278,-122.2109972,FALSE,2021-08-20 13:28:01
"157","USGS","375312122113501","SAN PABLO C A ORINDA CA","ST",37.88655278,-122.1931194,FALSE,2021-08-20 13:28:01
"158","USGS","11164500","SAN FRANCISQUITO C A STANFORD UNIVERSITY CA","ST",37.42327257,-122.1894095,FALSE,2021-08-20 13:28:01
"159","USGS","372524122111801","SAN FRANCISQUITO C A SU GOLF COURSE A PALO ALTO CA","ST",37.4229948,-122.188854,FALSE,2021-08-20 13:28:01
"160","USGS","392645122105601","LOGAN C IN NW CORNER SACRAMENTO NWR CA","ST",39.44571707,-122.1833136,FALSE,2021-08-20 13:28:01
"161","USGS","11161800","SAN VICENTE C NR DAVENPORT CA","ST",37.05522644,-122.18219,FALSE,2021-08-20 13:28:01
"162","USGS","372622122104401","SAN FRANCISQUITO C A SAN MATEO BIKE BR A PALO ALTO","ST",37.4393833,-122.1799648,FALSE,2021-08-20 13:28:01
"163","USGS","392409122102101","LOGAN C NR DAM 3 SACRAMENTO NWR CA","ST",39.40238486,-122.1735903,FALSE,2021-08-20 13:28:01
"164","USGS","375220122104201","SAN PABLO C A MORAGA WAY A ORINDA CA","ST",37.8645083,-122.1723056,FALSE,2021-08-20 13:28:01
"165","USGS","372650122100901","SAN FRANCISQUITO C A ALMA ST A PALO ALTO CA","ST",37.44716098,-122.1702424,FALSE,2021-08-20 13:28:01
"166","USGS","374336122095801","SAN LEANDRO C A ALVARADO ST A SAN LEANDRO CA","ST",37.7266083,-122.1661778,FALSE,2021-08-20 13:28:01
"167","USGS","392702122094101","LOGAN C A N BOUNDRY SACRAMENTO NWR CA","ST",39.45043935,-122.1624797,FALSE,2021-08-20 13:28:01
"168","USGS","392610122094001","LOGAN C A DAM 1 SACRAMENTO NWR CA","ST",39.43599525,-122.1622017,FALSE,2021-08-20 13:28:01
"169","USGS","11160065","BOULDER C AB JAMISON C NR BOULDER C CA","ST",37.14883507,-122.1571879,FALSE,2021-08-20 13:28:01
"170","USGS","372727122090001","SAN FRANCISQUITO C A WOODLAND AVE A PALO ALTO CA","ST",37.4574386,-122.1510753,FALSE,2021-08-20 13:28:01
"171","USGS","374810122084001","REDWOOD C A REDWOOD REG PARK NR OAKLAND CA","ST",37.80270506,-122.145521,FALSE,2021-08-20 13:28:01
"172","USGS","11160020","SAN LORENZO R NR BOULDER C CA","ST",37.20661136,-122.1449644,FALSE,2021-08-20 13:28:01
"173","USGS","392334122082701","LOGAN C A DAM 2 SACRAMENTO NWR CA","ST",39.39266307,-122.1419226,FALSE,2021-08-20 13:28:01
"174","USGS","372716122080801","SAN FRANCISQUITO C DS OF NEWELL RD BR A PALO ALTO","ST",37.4543832,-122.1366305,FALSE,2021-08-20 13:28:01
"175","USGS","372500122081201","MATADERO C A JOSINA AVE A PALO ALTO CA","ST",37.4168,-122.1365917,FALSE,2021-08-20 13:28:01
"176","USGS","11160045","SAN LORENZO R A BOULDER C CA","ST",37.14189079,-122.1338538,FALSE,2021-08-20 13:28:01
"177","USGS","11161590","LAGUNA C NR DAVENPORT CA","ST",37.02550486,-122.1310776,FALSE,2021-08-20 13:28:01
"178","USGS","11182400","ARROYO DEL HAMBRE A MARTINEZ CA","ST",38.0032551,-122.129965,FALSE,2021-08-20 13:28:01
"179","USGS","11160036","KINGS C NR BOULDER C CA","ST",37.1596681,-122.126631,FALSE,2021-08-20 13:28:01
"180","USGS","11160070","BOULDER C AT BOULDER CREEK CA","ST",37.12661339,-122.1227425,FALSE,2021-08-20 13:28:01
"181","USGS","11161570","MAJORS C NR SANTA CRUZ CA","ST",36.99856108,-122.1213554,FALSE,2021-08-20 13:28:01
"182","USGS","11180770","MT EDEN C NR UNION CITY CA","ST",37.6170833,-122.11825,FALSE,2021-08-20 13:28:01
"183","USGS","11160060","BEAR C A BOULDER C CA","ST",37.12772447,-122.1169089,FALSE,2021-08-20 13:28:01
"184","USGS","391820122065601","E DRAIN A EXCELSIOR RD DELEVAN NWR CA","ST",39.3054429,-122.1166429,FALSE,2021-08-20 13:28:01
"185","USGS","391737122065601","STONE CORRAL C A EXCELSIOR RD DELEVAN NWR CA","ST",39.29349875,-122.1166428,FALSE,2021-08-20 13:28:01
"186","USGS","381441122064301","SUISUN C A ROCKVILLE CA","ST",38.2447972,-122.1119972,FALSE,2021-08-20 13:28:01
"187","USGS","391657122061901","E DRAIN NR MAXWELL RD A DELEVAN NWR CA","ST",39.2823879,-122.1063646,FALSE,2021-08-20 13:28:01
"188","USGS","391629122061201","STONE CORRAL C A MAXWELL RD CA","ST",39.2746103,-122.10442,FALSE,2021-08-20 13:28:01
"189","USGS","375257122050001","LAS TRAMPAS C A LAFAYETTE CA","ST",37.8823972,-122.0999972,FALSE,2021-08-20 13:28:01
"190","USGS","11160150","LOVE C A BEN LOMOND","ST",37.0888365,-122.0880195,FALSE,2021-08-20 13:28:01
"191","USGS","391725122050501","DELEVAN CN A DELEVAN NWR CA","ST",39.29016558,-122.0858088,FALSE,2021-08-20 13:28:01
"192","USGS","392031122050301","LOGAN C NR COLUSA TROUGH DELEVAN NWR CA","ST",39.34183116,-122.0852539,FALSE,2021-08-20 13:28:01
"193","USGS","11455600","RAINES CR A CHADBOURNE RD NR FAIRFIELD CA","ST",38.21269307,-122.0833002,FALSE,2021-08-20 13:28:01
"194","USGS","11454000","PUTAH C NR WINTERS CA","ST",38.51518487,-122.0819159,FALSE,2021-08-20 13:28:01
"195","USGS","11181008","CASTRO VALLEY C A HAYWARD CA","ST",37.6799311,-122.0805186,FALSE,2021-08-20 13:28:01
"196","USGS","11160230","FALL C BL BENNETT C A FELTON CA","ST",37.05300405,-122.080242,FALSE,2021-08-20 13:28:01
"197","USGS","11160250","FALL C A FELTON CA","ST",37.059115,-122.0794085,FALSE,2021-08-20 13:28:01
"198","USGS","11160055","BEAR C NR BOULDER C CA","ST",37.16494575,-122.0746845,FALSE,2021-08-20 13:28:01
"199","USGS","11160200","NEWELL C A BEN LOMOND CA","ST",37.09494746,-122.07413,FALSE,2021-08-20 13:28:01
"200","USGS","11160500","SAN LORENZO R A BIG TREES CA","ST",37.0443931,-122.072464,FALSE,2021-08-20 13:28:01
"201","USGS","11455580","ALONZO DR A CORDELIA RD NR FAIRFIELD CA","ST",38.23047014,-122.0666334,FALSE,2021-08-20 13:28:01
"202","USGS","11160450","ZAYANTE C A FELTON CA","ST",37.0482819,-122.0663527,FALSE,2021-08-20 13:28:01
